"name","vehicle_id","date","odometer","next_service_date","next_service_odometer","odometer_diff","state"
"SER/2021/00343",14596,"2020-08-25",38226,"2021-02-25",48226,10000,"done"
"SER/2021/00344",14469,"2020-11-23",65934,"2021-04-23",75027,9093,"done"
"SER/2021/00345",14593,"2020-12-27",53160,"2021-03-27",63160,10000,"done"
"SER/2021/00346",14598,"2020-11-11",48986,"2021-03-11",58986,10000,"done"
"SER/2021/00347",14599,"2020-07-13",7095,"2021-02-13",17095,10000,"done"
"SER/2021/00348",14759,"2020-10-22",143490,"2021-02-22",153490,10000,"done"
"SER/2021/00349",14470,"2021-01-04",57483,"2021-05-04",67483,10000,"done"
"SER/2021/00350",14625,"2020-07-22",38322,"2021-02-22",48322,10000,"done"
"SER/2021/00351",14600,"2020-07-13",9672,"2021-02-13",19672,10000,"done"
"SER/2021/00352",14691,"2020-11-17",20145,"2021-03-17",30145,10000,"done"
"SER/2021/00353",14601,"2020-12-02",38551,"2021-03-02",48551,10000,"done"
"SER/2021/00354",14690,"2020-07-16",2273,"2021-02-16",12053,9780,"done"
"SER/2021/00355",14601,"2020-12-02",38551,"2021-03-02",48551,10000,"done"
"SER/2021/00356",14602,"2020-08-27",30302,"2021-02-27",40302,10000,"done"
"SER/2021/00357",14472,"2020-09-01",83360,"2021-02-28",91722,8362,"done"
"SER/2021/00358",14651,"2020-09-25",213384,"2021-02-25",223384,10000,"done"
"SER/2021/00359",14756,"2021-01-05",5559,"2021-04-05",15559,10000,"done"
"SER/2021/00360",14744,"2020-09-08",18227,"2021-02-28",21773,3546,"done"
"SER/2021/00361",14675,"2020-10-10",16724,"2021-03-10",25540,8816,"done"
"SER/2021/00362",14652,"2020-08-09",25057,"2021-02-02",35057,10000,"done"
"SER/2021/00363",14803,"2020-10-18",5947,"2021-02-18",15947,10000,"done"
"SER/2021/00364",14768,"2020-11-16",1514,"2021-03-16",11514,10000,"done"
"SER/2021/00365",14762,"2020-10-10",19535,"2021-03-10",26743,7208,"done"
"SER/2021/00366",14880,"2020-12-01",1,"2021-03-01",1000,999,"done"
"SER/2021/00367",14683,"2020-08-27",15130,"2021-02-27",25130,10000,"done"
"SER/2021/00368",14603,"2020-12-13",44170,"2021-04-13",54170,10000,"done"
"SER/2021/00369",14654,"2020-12-30",18352,"2021-03-30",28352,10000,"done"
"SER/2021/00370",14687,"2020-10-08",8888,"2021-04-08",18558,9670,"done"
"SER/2021/00371",14454,"2020-08-08",49204,"2021-02-08",53305,4101,"done"
"SER/2021/00372",14455,"2020-07-06",44366,"2021-02-01",50102,5736,"done"
"SER/2021/00373",14694,"2020-09-03",17,"2021-02-03",10000,9983,"done"
"SER/2021/00374",14758,"2020-08-24",21728,"2021-02-24",31728,10000,"done"
"SER/2021/00375",14456,"2021-01-11",80306,"2021-04-11",90306,10000,"done"
"SER/2021/00376",14681,"2020-08-23",7198,"2021-02-23",15087,7889,"done"
"SER/2021/00377",14825,"2020-10-14",15813,"2021-03-04",25797,9984,"done"
"SER/2021/00378",14655,"2020-08-18",31354,"2021-02-18",41354,10000,"done"
"SER/2021/00379",14761,"2020-12-28",14991,"2021-04-28",24991,10000,"done"
"SER/2021/00380",14459,"2020-08-13",45263,"2021-02-13",48239,2976,"done"
"SER/2021/00381",14812,"2020-10-15",1,"2021-02-15",1000,999,"done"
"SER/2021/00382",14680,"2020-04-26",10347,"2021-02-26",15044,4697,"done"
"SER/2021/00383",14684,"2020-09-21",16194,"2021-02-21",21627,5433,"done"
"SER/2021/00384",14343,"2020-06-24",41674,"2021-02-24",64521,22847,"done"
"SER/2021/00385",14461,"2020-08-13",45263,"2021-02-01",48329,3066,"done"
"SER/2021/00386",14678,"2020-12-07",13713,"2021-04-07",23713,10000,"done"
"SER/2021/00388",14425,"2020-06-01",12070,"2021-02-20",30897,18827,"done"
"SER/2021/00387",14656,"2020-09-12",19258,"2021-02-12",29258,10000,"done"
"SER/2021/00389",14682,"2020-12-30",18146,"2021-04-30",28146,10000,"done"
"SER/2021/00390",14462,"2020-11-14",31006,"2021-03-01",36493,5487,"done"
"SER/2021/00391",14463,"2020-12-07",44359,"2021-03-07",54359,10000,"done"
"SER/2021/00393",14464,"2020-12-13",47264,"2021-03-13",57264,10000,"done"
"SER/2021/00394",14386,"2021-01-04",59425,"2021-04-04",69425,10000,"done"
"SER/2021/00395",14660,"2020-09-12",17223,"2021-02-12",27223,10000,"done"
"SER/2021/00396",14465,"2020-08-05",50662,"2021-02-05",60662,10000,"done"
"SER/2021/00398",14387,"2020-11-07",49567,"2021-03-07",59567,10000,"done"
"SER/2021/00399",14466,"2020-09-09",42752,"2021-02-09",52752,10000,"done"
"SER/2021/00400",14388,"2020-09-20",31319,"2021-03-20",41319,10000,"done"
"SER/2021/00401",14795,"2020-07-26",3160,"2021-02-26",13160,10000,"done"
"SER/2021/00402",14467,"2020-10-17",41634,"2021-02-17",51634,10000,"done"
"SER/2021/00403",14389,"2020-12-31",48175,"2021-03-31",58175,10000,"done"
"SER/2021/00404",14720,"2020-08-08",22766,"2021-08-15",32766,10000,"done"
"SER/2021/00405",14661,"2020-07-12",16562,"2021-02-12",20335,3773,"done"
"SER/2021/00406",14390,"2020-09-16",51653,"2021-02-16",61653,10000,"done"
"SER/2021/00407",14474,"2020-12-24",64386,"2021-03-24",74386,10000,"done"
"SER/2021/00408",14723,"2020-09-29",17395,"2021-02-28",27395,10000,"done"
"SER/2021/00409",14391,"2020-12-03",51655,"2020-03-03",61655,10000,"done"
"SER/2021/00410",14475,"2020-11-04",11113,"2021-02-01",21112,9999,"done"
"SER/2021/00411",14878,"2021-01-09",1925,"2021-04-09",11925,10000,"done"
"SER/2021/00412",14713,"2020-11-22",29137,"2021-03-22",39137,10000,"done"
"SER/2021/00413",14662,"2020-08-09",19762,"2021-02-09",29762,10000,"done"
"SER/2021/00414",14718,"2020-09-01",23353,"2021-02-20",30595,7242,"done"
"SER/2021/00415",14869,"2020-11-16",920,"2021-03-16",10000,9080,"done"
"SER/2021/00416",14657,"2020-11-28",47330,"2020-02-28",52091,4761,"done"
"SER/2021/00417",14710,"2020-12-22",33795,"2021-04-22",42274,8479,"done"
"SER/2021/00418",14875,"2020-11-16",935,"2021-03-16",10000,9065,"done"
"SER/2021/00419",14738,"2020-09-09",24962,"2021-02-20",34962,10000,"done"
"SER/2021/00420",14663,"2021-01-09",53284,"2021-04-09",63284,10000,"done"
"SER/2021/00421",14716,"2020-08-03",18041,"2021-02-15",28041,10000,"done"
"SER/2021/00422",14604,"2020-09-16",27002,"2021-03-16",31284,4282,"done"
"SER/2021/00423",14663,"2021-01-09",53284,"2021-04-09",63284,10000,"done"
"SER/2021/00424",14605,"2020-09-29",22263,"2021-03-29",32263,10000,"done"
"SER/2021/00425",14712,"2020-09-03",18471,"2021-02-03",21794,3323,"done"
"SER/2021/00426",14606,"2020-08-19",21737,"2021-02-19",29822,8085,"done"
"SER/2021/00427",14664,"2020-09-09",13798,"2021-02-09",19120,5322,"done"
"SER/2021/00428",14737,"2020-10-11",37854,"2021-03-11",43308,5454,"done"
"SER/2021/00429",14665,"2020-09-07",21637,"2021-02-07",29308,7671,"done"
"SER/2021/00430",14607,"2020-12-10",17405,"2021-04-10",27122,9717,"done"
"SER/2021/00431",14204,"2020-11-22",116844,"2021-03-22",126844,10000,"done"
"SER/2021/00432",14205,"2021-01-05",209635,"2021-04-05",219635,10000,"done"
"SER/2021/00433",14608,"2020-08-26",25713,"2021-02-26",35069,9356,"done"
"SER/2021/00434",14736,"2021-01-30",31473,"2021-02-17",32945,1472,"done"
"SER/2021/00435",14639,"2020-10-21",32866,"2021-02-21",42866,10000,"done"
"SER/2021/00436",14667,"2020-09-21",15107,"2021-02-21",25107,10000,"done"
"SER/2021/00437",14640,"2020-08-12",20195,"2021-02-12",30195,10000,"done"
"SER/2021/00438",14609,"2020-08-31",31912,"2021-02-28",41912,10000,"done"
"SER/2021/00439",14733,"2020-11-27",1,"2021-03-27",7012,7011,"done"
"SER/2021/00440",14641,"2020-12-02",42612,"2021-03-03",52612,10000,"done"
"SER/2021/00441",14728,"2020-09-17",17643,"2021-02-17",23917,6274,"done"
"SER/2021/00442",14642,"2020-08-18",32424,"2021-02-18",42424,10000,"done"
"SER/2021/00443",14668,"2020-09-09",11588,"2021-02-09",21588,10000,"done"
"SER/2021/00444",14735,"2020-09-20",90910,"2021-02-20",93727,2817,"done"
"SER/2021/00445",14611,"2020-09-17",22329,"2021-03-17",29800,7471,"done"
"SER/2021/00446",14643,"2020-12-12",31027,"2021-04-12",41027,10000,"done"
"SER/2021/00447",14734,"2020-12-07",1,"2021-04-07",41923,41922,"done"
"SER/2021/00448",14644,"2020-11-23",38167,"2021-03-23",48167,10000,"done"
"SER/2021/00449",14659,"2021-01-11",42820,"2021-05-11",52820,10000,"done"
"SER/2021/00450",14645,"2020-10-11",42225,"2021-02-11",52225,10000,"done"
"SER/2021/00451",14669,"2020-12-29",41054,"2021-04-29",51870,10816,"done"
"SER/2021/00452",14725,"2021-01-03",29034,"2021-05-03",39034,10000,"done"
"SER/2021/00453",14809,"2021-01-06",1500,"2021-05-06",11500,10000,"done"
"SER/2021/00454",14731,"2020-09-27",14456,"2021-02-27",24456,10000,"done"
"SER/2021/00455",14808,"2021-01-06",NULL,"2021-05-06",11500,NULL,"done"
"SER/2021/00456",14648,"2021-01-12",28278,"2021-05-12",38278,10000,"done"
"SER/2021/00457",14743,"2020-06-30",12212,"2021-02-27",19476,7264,"done"
"SER/2021/00458",14649,"2020-11-23",35181,"2021-02-13",45181,10000,"done"
"SER/2021/00459",14810,"2020-12-06",206,"2021-04-06",10206,10000,"done"
"SER/2021/00460",14741,"2020-11-28",12662,"2021-03-28",22662,10000,"done"
"SER/2021/00461",14702,"2020-12-20",43500,"2021-03-20",53500,10000,"done"
"SER/2021/00462",14670,"2020-10-29",39169,"2021-02-28",47861,8692,"done"
"SER/2021/00463",14811,"2021-01-06",1500,"2021-05-06",11500,10000,"done"
"SER/2021/00464",14742,"2020-08-27",11263,"2021-02-27",18550,7287,"done"
"SER/2021/00465",14807,"2021-12-19",2156,"2021-04-19",12156,10000,"done"
"SER/2021/00466",14704,"2020-12-19",44990,"2021-03-19",54990,10000,"done"
"SER/2021/00467",14679,"2020-10-03",6511,"2021-03-03",16511,10000,"done"
"SER/2021/00468",14703,"2020-07-28",27841,"2021-02-05",37841,10000,"done"
"SER/2021/00469",14676,"2020-12-22",23002,"2021-04-22",33002,10000,"done"
"SER/2021/00470",14671,"2020-08-17",26749,"2021-02-17",31108,4359,"done"
"SER/2021/00471",14705,"2020-11-04",40522,"2021-02-04",50522,10000,"done"
"SER/2021/00472",14270,"2021-01-02",59028,"2021-05-02",67940,8912,"done"
"SER/2021/00473",14740,"2020-09-03",16809,"2021-02-15",26809,10000,"done"
"SER/2021/00474",14700,"2020-09-10",20243,"2021-02-10",30243,10000,"done"
"SER/2021/00475",14672,"2020-11-26",50288,"2021-02-26",60288,10000,"done"
"SER/2021/00476",14688,"2020-10-26",22340,"2021-03-26",32340,10000,"done"
"SER/2021/00477",14701,"2021-01-07",43431,"2021-04-07",53431,10000,"done"
"SER/2021/00478",14331,"2020-11-17",109138,"2021-03-17",119138,10000,"done"
"SER/2021/00479",14362,"2020-11-30",93007,"2021-03-30",103007,10000,"done"
"SER/2021/00480",14686,"2020-11-07",9197,"2021-03-07",19197,10000,"done"
"SER/2021/00481",14477,"2021-01-21",94889,"2021-05-21",104889,10000,"done"
"SER/2021/00482",14327,"2020-09-26",40425,"2021-03-26",50425,10000,"done"
"SER/2021/00483",14330,"2020-09-07",82116,"2021-03-07",92116,10000,"done"
"SER/2021/00484",14483,"2020-08-04",3816,"2021-02-04",13816,10000,"done"
"SER/2021/00485",14699,"2020-11-29",32269,"2021-02-01",42269,10000,"done"
"SER/2021/00486",14719,"2020-11-05",42431,"2021-03-05",48291,5860,"done"
"SER/2021/00487",14617,"2020-08-25",42244,"2021-02-25",52244,10000,"done"
"SER/2021/00488",14484,"2019-04-10",7792,"2021-02-10",17071,9279,"done"
"SER/2021/00489",14613,"2020-08-25",42663,"2021-03-25",52663,10000,"done"
"SER/2021/00490",14614,"2020-12-29",57658,"2021-05-29",67658,10000,"done"
"SER/2021/00491",14517,"2020-08-05",35279,"2021-02-05",45279,10000,"done"
"SER/2021/00492",14722,"2020-09-01",22865,"2021-02-01",29062,6197,"done"
"SER/2021/00493",14616,"2020-08-25",26311,"2021-02-25",34114,7803,"done"
"SER/2021/00494",14546,"2020-12-22",78059,"2021-05-22",88059,10000,"done"
"SER/2021/00495",14804,"2020-09-19",23742,"2021-02-19",33742,10000,"done"
"SER/2021/00496",14711,"2020-12-14",40628,"2021-03-14",50628,10000,"done"
"SER/2021/00497",14615,"2020-11-04",64503,"2021-04-04",74503,10000,"done"
"SER/2021/00498",14829,"2020-12-02",8134,"2021-03-02",18134,10000,"done"
"SER/2021/00499",14329,"2020-11-24",106982,"2021-04-24",116982,10000,"done"
"SER/2021/00500",14815,"2021-02-15",1,"2021-05-15",7000,6999,"done"
"SER/2021/00501",14619,"2020-07-21",26942,"2021-02-21",36942,10000,"done"
"SER/2021/00503",14715,"2020-09-19",27928,"2021-02-19",37611,9683,"done"
"SER/2021/00504",14816,"2020-12-09",NULL,"2021-03-09",5535,NULL,"done"
"SER/2021/00505",14838,"2020-10-12",NULL,"2021-02-02",8486,NULL,"done"
"SER/2021/00506",14806,"2021-01-11",18968,"2021-05-11",28968,10000,"done"
"SER/2021/00507",14839,"2021-01-11",5047,"2021-04-11",15047,10000,"done"
"SER/2021/00508",14318,"2020-09-07",45683,"2021-02-07",49461,3778,"done"
"SER/2021/00509",14724,"2020-12-06",41957,"2021-03-06",51957,10000,"done"
"SER/2021/00510",14548,"2020-12-15",69849,"2021-05-12",79849,10000,"done"
"SER/2021/00511",14757,"2020-11-14",68252,"2021-03-14",78252,10000,"done"
"SER/2021/00512",14206,"2020-08-15",85974,"2021-02-15",91974,6000,"done"
"SER/2021/00513",14364,"2020-12-31",63853,"2021-03-31",69406,5553,"done"
"SER/2021/00514",14201,"2020-12-01",61500,"2021-03-01",71500,10000,"done"
"SER/2021/00515",14392,"2020-07-15",NULL,"2021-02-17",39097,NULL,"done"
"SER/2021/00516",14385,"2020-09-06",44705,NULL,49476,4771,"done"
"SER/2021/00517",14393,"2020-04-28",23892,"2021-02-28",28252,4360,"done"
"SER/2021/00518",14395,"2019-07-16",5843,"2021-03-16",15843,10000,"done"
"SER/2021/00519",14550,"2020-09-02",48205,"2021-02-02",58205,10000,"done"
"SER/2021/00520",14382,"2020-11-14",130756,"2021-02-14",140756,10000,"done"
"SER/2021/00521",14555,"2020-09-13",47648,"2021-04-13",57418,9770,"done"
"SER/2021/00522",14442,"2020-07-21",39381,"2021-02-21",49381,10000,"done"
"SER/2021/00523",14365,"2020-10-08",67226,"2021-02-08",75313,8087,"done"
"SER/2021/00524",14620,"2021-01-04",30174,"2021-04-01",40174,10000,"done"
"SER/2021/00525",14554,"2020-12-20",59178,"2021-04-20",69178,10000,"done"
"SER/2021/00526",14621,"2020-09-06",39279,"2021-02-06",49279,10000,"done"
"SER/2021/00527",14746,"2020-09-12",15452,"2021-02-12",25101,9649,"done"
"SER/2021/00528",14558,"2021-01-03",91588,"2021-04-03",101588,10000,"done"
"SER/2021/00529",14823,"2020-09-26",8304,"2021-04-26",15507,7203,"done"
"SER/2021/00530",14561,"2020-11-05",43063,"2021-02-05",53063,10000,"done"
"SER/2021/00531",14553,"2020-10-07",24450,"2021-03-07",30464,6014,"done"
"SER/2021/00532",14566,"2020-12-31",23041,"2021-03-31",30717,7676,"done"
"SER/2021/00533",14563,"2020-08-12",24744,"2021-02-12",34648,9904,"done"
"SER/2021/00534",14650,"2020-12-01",163974,"2021-04-01",173974,10000,"done"
"SER/2021/00535",14673,"2020-12-24",18560,"2021-04-24",27909,9349,"done"
"SER/2021/00536",14564,"2020-09-07",29631,"2021-02-07",39631,10000,"done"
"SER/2021/00537",14279,"2021-03-29",50204,"2021-03-29",58104,7900,"done"
"SER/2021/00538",14865,"2020-11-16",733,"2021-03-16",10000,9267,"done"
"SER/2021/00539",14565,"2020-12-31",67941,"2021-03-31",77941,10000,"done"
"SER/2021/00540",14568,"2020-08-06",39361,"2021-02-06",49361,10000,"done"
"SER/2021/00541",14300,"2020-08-26",62904,"2021-02-26",72904,10000,"done"
"SER/2021/00542",14478,"2020-11-15",58756,"2021-02-15",68756,10000,"done"
"SER/2021/00543",14634,"2020-08-17",15550,"2021-02-17",25550,10000,"done"
"SER/2021/00544",14199,"2021-07-01",1,"2021-07-01",3528,3527,"done"
"SER/2021/00545",14631,"2020-11-19",31078,"2021-03-19",41078,10000,"done"
"SER/2021/00546",14294,"2020-11-22",71369,"2021-03-22",76368,4999,"done"
"SER/2021/00547",14278,"2024-06-01",2,"2024-06-01",12180,12178,"done"
"SER/2021/00548",14268,"2019-04-06",125432,"2021-02-06",138161,12729,"done"
"SER/2021/00549",14429,"2023-07-01",435,"2023-07-01",8280,7845,"done"
"SER/2021/00550",14259,"2020-07-02",1,"2021-02-08",12960,12959,"done"
"SER/2021/00551",14471,"2020-08-19",71571,"2021-02-19",74167,2596,"done"
"SER/2021/00552",14354,"2020-09-23",77442,"2021-02-23",81860,4418,"done"
"SER/2021/00553",14468,"2020-12-31",48172,"2021-03-31",56762,8590,"done"
"SER/2021/00559",14480,"2020-02-26",40942,"2021-02-26",50942,10000,"done"
"SER/2021/00560",14479,"2020-10-05",91836,"2021-03-05",101836,10000,"done"
"SER/2021/00561",14481,"2020-10-15",62147,"2021-03-15",72147,10000,"done"
"SER/2021/00563",14430,"2021-01-30",23108,"2021-04-15",33108,10000,"done"
"SER/2021/00565",14624,"2020-09-27",87103,"2021-04-27",97103,10000,"done"
"SER/2021/00567",14325,"2020-04-23",88450,"2021-02-23",98450,10000,"done"
"SER/2021/00568",14326,"2020-09-24",139840,"2021-04-24",149840,10000,"done"
"SER/2021/00569",14398,"2020-05-28",51372,"2021-02-28",61372,10000,"done"
"SER/2021/00570",14396,"2020-06-17",50720,"2021-02-17",60720,10000,"done"
"SER/2021/00571",14397,"2020-10-03",62836,"2021-03-03",72836,10000,"done"
"SER/2021/00572",14638,"2020-11-01",1890,"2021-02-01",43249,41359,"done"
"SER/2021/00573",14564,"2020-09-07",29631,"2021-02-07",39631,10000,"done"
"SER/2021/00574",14313,"2020-11-16",91275,"2021-03-16",101275,10000,"done"
"SER/2021/00575",14805,"2020-08-06",2629,"2021-02-10",12629,10000,"done"
"SER/2021/00576",14612,"2024-02-01",1,"2024-04-01",29375,29374,"done"
"SER/2021/00577",14628,"2020-12-31",24773,"2021-03-31",34773,10000,"done"
"SER/2021/00578",14790,"2021-01-05",21894,"2021-05-05",31894,10000,"done"
"SER/2021/00579",14346,"2021-01-03",84118,"2021-04-01",94118,10000,"done"
"SER/2021/00580",14349,"2020-11-15",97253,"2021-04-15",101272,4019,"done"
"SER/2021/00581",14751,"2020-09-14",15580,"2021-04-14",25580,10000,"done"
"SER/2021/00582",14632,"2020-06-20",30858,"2021-02-20",38492,7634,"done"
"SER/2021/00583",14629,"2020-08-17",55107,"2021-02-17",56107,1000,"done"
"SER/2021/00584",14882,"2020-12-24",5,"2021-04-24",1000,995,"done"
"SER/2021/00585",14630,"2021-12-06",61137,"2021-04-06",71137,10000,"done"
"SER/2021/00586",14332,"2020-11-16",58957,"2021-03-16",68957,10000,"done"
"SER/2021/00587",14269,"2021-01-09",74379,"2021-03-09",84379,10000,"done"
"SER/2021/00588",14445,"2020-12-23",19889,"2021-04-23",31279,11390,"done"
"SER/2021/00589",14693,"2020-07-20",337,"2021-03-20",7001,6664,"done"
"SER/2021/00590",14314,"2020-10-05",98721,"2021-02-05",98721,10000,"done"
"SER/2021/00591",14401,"2020-11-24",58163,"2021-03-24",67284,9121,"done"
"SER/2021/00592",14833,"2020-08-10",6728,"2021-03-10",11766,5038,"done"
"SER/2021/00594",14285,"2020-08-10",62263,"2021-02-10",72263,10000,"done"
"SER/2021/00595",14622,"2020-09-19",8682,"2021-03-19",18416,9734,"done"
"SER/2021/00596",14443,"2021-01-01",24547,"2021-04-01",34451,9904,"done"
"SER/2021/00597",14539,"2020-11-30",26979,"2021-03-30",36979,10000,"done"
"SER/2021/00598",14834,"2020-08-27",2245,"2021-02-27",11088,8843,"done"
"SER/2021/00599",14308,"2020-01-29",76604,"2021-02-28",86604,10000,"done"
"SER/2021/00600",14284,"2020-04-29",60351,"2021-02-28",70351,10000,"done"
"SER/2021/00601",14309,"2021-08-23",1,"2021-08-23",3744,3743,"done"
"SER/2021/00602",14302,"2020-12-05",76574,"2021-03-05",86574,10000,"done"
"SER/2021/00603",14378,"2021-01-30",44307,"2021-04-30",54127,9820,"done"
"SER/2021/00604",14310,"2021-08-20",1,"2021-08-20",4224,4223,"done"
"SER/2021/00605",14645,"2021-01-30",52922,"2021-04-30",62922,10000,"done"
"SER/2021/00606",14825,"2021-01-30",25996,"2021-04-30",35996,10000,"done"
"SER/2021/00607",14317,"2021-08-20",1,"2021-08-20",4224,4223,"done"
"SER/2021/00608",14316,"2021-08-20",1,"2021-10-10",4004,4003,"done"
"SER/2021/00609",14305,"2021-08-23",1,"2021-08-30",3744,3743,"done"
"SER/2021/00610",14315,"2021-08-20",1,"2021-08-30",4224,4223,"done"
"SER/2021/00611",14307,"2021-01-28",97424,"2021-04-28",107424,10000,"done"
"SER/2021/00612",14304,"2021-08-12",1,"2021-08-12",4224,4223,"done"
"SER/2021/00613",14306,"2020-05-18",80498,"2021-02-18",90498,10000,"done"
"SER/2021/00614",14293,"2020-08-11",76069,"2021-02-11",86069,10000,"done"
"SER/2021/00615",14281,"2020-10-12",93721,"2021-02-17",103721,10000,"done"
"SER/2021/00616",14449,"2020-07-22",52786,"2021-02-22",62786,10000,"done"
"SER/2021/00617",14448,"2020-11-04",56328,"2021-02-17",66238,9910,"done"
"SER/2021/00618",14450,"2020-10-11",52903,"2021-02-23",62903,10000,"done"
"SER/2021/00619",14192,"2014-12-02",49514,"2021-02-11",54514,5000,"done"
"SER/2021/00620",14311,"2021-08-20",1,"2021-08-21",4224,4223,"done"
"SER/2021/00621",14303,"2020-10-11",107824,"2021-08-11",117824,10000,"done"
"SER/2021/00622",14800,"2020-12-22",24000,"2021-04-22",34000,10000,"done"
"SER/2021/00623",14394,"2020-10-31",27291,"2021-02-28",58598,31307,"done"
"SER/2021/00624",14451,"2020-09-12",10117,"2021-03-12",18595,8478,"done"
"SER/2021/00625",14440,"2020-12-19",40367,"2021-03-12",47904,7537,"done"
"SER/2021/00628",14349,"2021-02-01",101183,"2021-04-01",111183,10000,"done"
"SER/2021/00631",14571,"2021-02-01",41074,"2021-04-01",51074,10000,"done"
"SER/2021/00632",14472,"2021-01-31",83360,"2021-05-31",103036,19676,"done"
"SER/2021/00633",14550,"2021-01-31",59003,"2021-05-31",69003,10000,"done"
"SER/2021/00634",14785,"2021-01-31",22662,"2021-05-31",32662,10000,"done"
"SER/2021/00635",14531,"2021-01-31",35655,"2021-05-31",45655,10000,"done"
"SER/2021/00636",14740,"2021-01-31",27296,"2021-05-31",37296,10000,"done"
"SER/2021/00637",14895,"2021-02-02",1137,"2021-05-02",11137,10000,"done"
"SER/2021/00638",14586,"2021-02-02",48362,"2021-05-02",58362,10000,"done"
"SER/2021/00639",14568,"2021-02-02",49343,"2021-05-02",59343,10000,"done"
"SER/2021/00640",14352,"2021-02-02",101542,"2021-06-02",111453,9911,"done"
"SER/2021/00641",14380,"2021-02-02",64501,"2021-06-02",74501,10000,"done"
"SER/2021/00643",14610,"2021-02-02",25516,"2021-06-02",35516,10000,"done"
"SER/2021/00644",14736,"2021-02-02",31808,"2021-06-02",41808,10000,"done"
"SER/2021/00645",14604,"2021-02-02",27419,"2021-05-02",37419,10000,"done"
"SER/2021/00646",14264,"2021-02-02",90147,"2021-06-02",100147,10000,"done"
"SER/2021/00647",14640,"2021-02-03",25906,"2021-05-03",35906,10000,"done"
"SER/2021/00655",14320,"2021-02-04",NULL,"2021-05-02",58185,NULL,"done"
"SER/2021/00658",14944,"2021-02-06",1500,"2021-05-01",11500,10000,"done"
"SER/2021/00663",14425,"2021-02-05",27412,"2021-05-05",37412,10000,"done"
"SER/2021/00666",14834,"2021-02-06",5500,"2021-05-06",15500,10000,"done"
"SER/2021/00668",14720,"2021-02-06",28741,"2021-05-06",38741,10000,"done"
"SER/2021/00669",14288,"2021-02-06",103819,"2021-05-06",113819,10000,"done"
"SER/2021/00670",14324,"2021-02-04",89551,"2021-05-04",99551,10000,"done"
"SER/2021/00672",14859,"2021-02-06",1035,"2021-05-06",11035,10000,"done"
"SER/2021/00673",14894,"2021-02-06",1005,"2021-05-06",11005,10000,"done"
"SER/2021/00674",14410,"2021-02-07",37727,"2021-05-07",47727,10000,"done"
"SER/2021/00677",14596,"2021-02-07",48842,NULL,58842,10000,"done"
"SER/2021/00678",14373,"2021-02-07",30527,"2021-05-07",40527,10000,"done"
"SER/2021/00679",14626,"2021-02-07",41146,"2021-05-07",51146,10000,"done"
"SER/2021/00680",14198,"2021-02-07",224788,"2021-05-07",234788,10000,"done"
"SER/2021/00681",14758,"2021-02-07",32757,"2021-05-07",42757,10000,"done"
"SER/2021/00684",14644,"2021-02-07",48194,"2021-05-07",58194,10000,"done"
"SER/2021/00685",14353,"2021-02-08",73262,"2021-05-08",83262,10000,"done"
"SER/2021/00687",14204,"2021-02-08",127213,"2021-05-08",137213,10000,"done"
"SER/2021/00689",14632,"2021-02-08",34677,"2021-05-08",44677,10000,"done"
"SER/2021/00690",14693,"2021-02-08",6453,"2021-05-08",16453,10000,"done"
"SER/2021/00691",14690,"2021-02-08",15813,"2021-05-08",25813,10000,"done"
"SER/2021/00692",14599,"2021-02-08",8660,"2021-05-08",18660,10000,"done"
"SER/2021/00693",14493,"2021-02-08",62607,"2021-05-08",72607,10000,"done"
"SER/2021/00694",14655,"2020-12-29",44642,"2021-03-29",51870,7228,"done"
