"id","name","vehicle_id","cost_subtype_id","next_service_date","next_service_date-2","date","odometer"
362,"SER/2021/00342",14595,49,"2021-03-22","2021-03-22","2020-12-22",42556
363,"SER/2021/00343",14596,49,"2021-02-25","2021-02-25","2020-08-25",38226
364,"SER/2021/00344",14469,49,"2021-04-23","2021-04-23","2020-11-23",65934
365,"SER/2021/00345",14593,49,"2021-03-27","2021-03-27","2020-12-27",53160
366,"SER/2021/00346",14598,49,"2021-03-11","2021-03-11","2020-11-11",48986
367,"SER/2021/00347",14599,49,"2021-02-13","2021-02-13","2020-07-13",7095
368,"SER/2021/00348",14759,49,"2021-02-22","2021-02-22","2020-10-22",143490
369,"SER/2021/00349",14470,49,"2021-05-04","2021-05-04","2021-01-04",57483
370,"SER/2021/00350",14625,49,"2021-02-22","2021-02-22","2020-07-22",38322
371,"SER/2021/00351",14600,49,"2021-02-13","2021-02-13","2020-07-13",9672
372,"SER/2021/00352",14691,49,"2021-03-17","2021-03-17","2020-11-17",20145
373,"SER/2021/00353",14601,49,"2021-03-02","2021-03-02","2020-12-02",38551
374,"SER/2021/00354",14690,49,"2021-02-16","2021-02-16","2020-07-16",2273
375,"SER/2021/00355",14601,49,"2021-03-02","2021-03-02","2020-12-02",38551
376,"SER/2021/00356",14602,49,"2021-02-27","2021-02-27","2020-08-27",30302
377,"SER/2021/00357",14472,49,"2021-02-28","2021-02-28","2020-09-01",83360
378,"SER/2021/00358",14651,49,"2021-02-25","2021-02-25","2020-09-25",213384
379,"SER/2021/00359",14756,49,"2021-04-05","2021-04-05","2021-01-05",5559
380,"SER/2021/00360",14744,49,"2021-02-28","2021-02-28","2020-09-08",18227
381,"SER/2021/00361",14675,49,"2021-03-10","2021-03-10","2020-10-10",16724
382,"SER/2021/00362",14652,49,"2021-02-02","2021-02-02","2020-08-09",25057
383,"SER/2021/00363",14803,49,"2021-02-18","2021-02-18","2020-10-18",5947
384,"SER/2021/00364",14768,49,"2021-03-16","2021-03-16","2020-11-16",1514
385,"SER/2021/00365",14762,49,"2021-03-10","2021-03-10","2020-10-10",19535
386,"SER/2021/00366",14880,49,"2021-03-01","2021-03-01","2020-12-01",1
387,"SER/2021/00367",14683,49,"2021-02-27","2021-02-27","2020-08-27",15130
388,"SER/2021/00368",14603,49,"2021-04-13","2021-04-13","2020-12-13",44170
389,"SER/2021/00369",14654,49,"2021-03-30","2021-03-30","2020-12-30",18352
390,"SER/2021/00370",14687,49,"2021-04-08","2021-04-08","2020-10-08",8888
391,"SER/2021/00371",14454,49,"2021-02-08","2021-02-08","2020-08-08",49204
392,"SER/2021/00372",14455,49,"2021-02-01","2021-02-01","2020-07-06",44366
393,"SER/2021/00373",14694,49,"2021-02-03","2021-02-03","2020-09-03",17
394,"SER/2021/00374",14758,49,"2021-02-24","2021-02-24","2020-08-24",21728
395,"SER/2021/00375",14456,49,"2021-04-11","2021-04-11","2021-01-11",80306
396,"SER/2021/00376",14681,49,"2021-02-23","2021-02-23","2020-08-23",7198
397,"SER/2021/00377",14825,49,"2021-03-04","2021-03-04","2020-10-14",15813
398,"SER/2021/00378",14655,49,"2021-02-18","2021-02-18","2020-08-18",31354
399,"SER/2021/00379",14761,49,"2021-04-28","2021-04-28","2020-12-28",14991
400,"SER/2021/00380",14459,49,"2021-02-13","2021-02-13","2020-08-13",45263
401,"SER/2021/00381",14812,49,"2021-02-15","2021-02-15","2020-10-15",1
402,"SER/2021/00382",14680,49,"2021-02-26","2021-02-26","2020-04-26",10347
403,"SER/2021/00383",14684,49,"2021-02-21","2021-02-21","2020-09-21",16194
404,"SER/2021/00384",14343,49,"2021-02-24","2021-02-24","2020-06-24",41674
405,"SER/2021/00385",14461,49,"2021-02-01","2021-02-01","2020-08-13",45263
406,"SER/2021/00386",14678,49,"2021-04-07","2021-04-07","2020-12-07",13713
407,"SER/2021/00388",14425,49,"2021-02-20","2021-02-20","2020-06-01",12070
408,"SER/2021/00387",14656,49,"2021-02-12","2021-02-12","2020-09-12",19258
409,"SER/2021/00389",14682,49,"2021-04-30","2021-04-30","2020-12-30",18146
410,"SER/2021/00390",14462,49,"2021-03-01","2021-03-01","2020-11-14",31006
411,"SER/2021/00391",14463,49,"2021-03-07","2021-03-07","2020-12-07",44359
412,"SER/2021/00393",14464,49,"2021-03-13","2021-03-13","2020-12-13",47264
413,"SER/2021/00394",14386,49,"2021-04-04","2021-04-04","2021-01-04",59425
414,"SER/2021/00395",14660,49,"2021-02-12","2021-02-12","2020-09-12",17223
415,"SER/2021/00396",14465,49,"2021-02-05","2021-02-05","2020-08-05",50662
416,"SER/2021/00398",14387,49,"2021-03-07","2021-03-07","2020-11-07",49567
417,"SER/2021/00399",14466,49,"2021-02-09","2021-02-09","2020-09-09",42752
418,"SER/2021/00400",14388,49,"2021-03-20","2021-03-20","2020-09-20",31319
419,"SER/2021/00401",14795,49,"2021-02-26","2021-02-26","2020-07-26",3160
420,"SER/2021/00402",14467,49,"2021-02-17","2021-02-17","2020-10-17",41634
421,"SER/2021/00403",14389,49,"2021-03-31","2021-03-31","2020-12-31",48175
422,"SER/2021/00404",14720,49,"2021-08-15","2021-08-15","2020-08-08",22766
423,"SER/2021/00405",14661,49,"2021-02-12","2021-02-12","2020-07-12",16562
424,"SER/2021/00406",14390,49,"2021-02-16","2021-02-16","2020-09-16",51653
425,"SER/2021/00407",14474,49,"2021-03-24","2021-03-24","2020-12-24",64386
426,"SER/2021/00408",14723,49,"2021-02-28","2021-02-28","2020-09-29",17395
427,"SER/2021/00409",14391,49,"2020-03-03","2020-03-03","2020-12-03",51655
428,"SER/2021/00410",14475,49,"2021-02-01","2021-02-01","2020-11-04",11113
429,"SER/2021/00411",14878,49,"2021-04-09","2021-04-09","2021-01-09",1925
430,"SER/2021/00412",14713,49,"2021-03-22","2021-03-22","2020-11-22",29137
431,"SER/2021/00413",14662,49,"2021-02-09","2021-02-09","2020-08-09",19762
432,"SER/2021/00414",14718,49,"2021-02-20","2021-02-20","2020-09-01",23353
433,"SER/2021/00415",14869,49,"2021-03-16","2021-03-16","2020-11-16",920
434,"SER/2021/00416",14657,49,"2020-02-28","2020-02-28","2020-11-28",47330
435,"SER/2021/00417",14710,49,"2021-04-22","2021-04-22","2020-12-22",33795
436,"SER/2021/00418",14875,49,"2021-03-16","2021-03-16","2020-11-16",935
437,"SER/2021/00419",14738,49,"2021-02-20","2021-02-20","2020-09-09",24962
438,"SER/2021/00420",14663,49,"2021-04-09","2021-04-09","2021-01-09",53284
439,"SER/2021/00421",14716,49,"2021-02-15","2021-02-15","2020-08-03",18041
440,"SER/2021/00422",14604,49,"2021-03-16","2021-03-16","2020-09-16",27002
441,"SER/2021/00423",14663,49,"2021-04-09","2021-04-09","2021-01-09",53284
442,"SER/2021/00424",14605,49,"2021-03-29","2021-03-29","2020-09-29",22263
443,"SER/2021/00425",14712,49,"2021-02-03","2021-02-03","2020-09-03",18471
444,"SER/2021/00426",14606,49,"2021-02-19","2021-02-19","2020-08-19",21737
445,"SER/2021/00427",14664,49,"2021-02-09","2021-02-09","2020-09-09",13798
446,"SER/2021/00428",14737,49,"2021-03-11","2021-03-11","2020-10-11",37854
447,"SER/2021/00429",14665,49,"2021-02-07","2021-02-07","2020-09-07",21637
448,"SER/2021/00430",14607,49,"2021-04-10","2021-04-10","2020-12-10",17405
449,"SER/2021/00431",14204,49,"2021-03-22","2021-03-22","2020-11-22",116844
450,"SER/2021/00432",14205,49,"2021-04-05","2021-04-05","2021-01-05",209635
451,"SER/2021/00433",14608,49,"2021-02-26","2021-02-26","2020-08-26",25713
452,"SER/2021/00434",14736,49,"2021-02-17","2021-02-17","2021-01-30",31473
453,"SER/2021/00435",14639,49,"2021-02-21","2021-02-21","2020-10-21",32866
454,"SER/2021/00436",14667,49,"2021-02-21","2021-02-21","2020-09-21",15107
455,"SER/2021/00437",14640,49,"2021-02-12","2021-02-12","2020-08-12",20195
456,"SER/2021/00438",14609,49,"2021-02-28","2021-02-28","2020-08-31",31912
457,"SER/2021/00439",14733,49,"2021-03-27","2021-03-27","2020-11-27",1
458,"SER/2021/00440",14641,49,"2021-03-03","2021-03-03","2020-12-02",42612
459,"SER/2021/00441",14728,49,"2021-02-17","2021-02-17","2020-09-17",17643
460,"SER/2021/00442",14642,49,"2021-02-18","2021-02-18","2020-08-18",32424
461,"SER/2021/00443",14668,49,"2021-02-09","2021-02-09","2020-09-09",11588
462,"SER/2021/00444",14735,49,"2021-02-20","2021-02-20","2020-09-20",90910
463,"SER/2021/00445",14611,49,"2021-03-17","2021-03-17","2020-09-17",22329
464,"SER/2021/00446",14643,49,"2021-04-12","2021-04-12","2020-12-12",31027
465,"SER/2021/00447",14734,49,"2021-04-07","2021-04-07","2020-12-07",1
466,"SER/2021/00448",14644,49,"2021-03-23","2021-03-23","2020-11-23",38167
467,"SER/2021/00449",14659,49,"2021-05-11","2021-05-11","2021-01-11",42820
468,"SER/2021/00450",14645,49,"2021-02-11","2021-02-11","2020-10-11",42225
469,"SER/2021/00451",14669,49,"2021-04-29","2021-04-29","2020-12-29",41054
470,"SER/2021/00452",14725,49,"2021-05-03","2021-05-03","2021-01-03",29034
471,"SER/2021/00453",14809,49,"2021-05-06","2021-05-06","2021-01-06",1500
472,"SER/2021/00454",14731,49,"2021-02-27","2021-02-27","2020-09-27",14456
473,"SER/2021/00455",14808,49,"2021-05-06","2021-05-06","2021-01-06",NULL
474,"SER/2021/00456",14648,49,"2021-05-12","2021-05-12","2021-01-12",28278
475,"SER/2021/00457",14743,49,"2021-02-27","2021-02-27","2020-06-30",12212
476,"SER/2021/00458",14649,49,"2021-02-13","2021-02-13","2020-11-23",35181
477,"SER/2021/00459",14810,49,"2021-04-06","2021-04-06","2020-12-06",206
478,"SER/2021/00460",14741,49,"2021-03-28","2021-03-28","2020-11-28",12662
479,"SER/2021/00461",14702,49,"2021-03-20","2021-03-20","2020-12-20",43500
480,"SER/2021/00462",14670,49,"2021-02-28","2021-02-28","2020-10-29",39169
481,"SER/2021/00463",14811,49,"2021-05-06","2021-05-06","2021-01-06",1500
482,"SER/2021/00464",14742,49,"2021-02-27","2021-02-27","2020-08-27",11263
483,"SER/2021/00465",14807,49,"2021-04-19","2021-04-19","2021-12-19",2156
484,"SER/2021/00466",14704,49,"2021-03-19","2021-03-19","2020-12-19",44990
485,"SER/2021/00467",14679,49,"2021-03-03","2021-03-03","2020-10-03",6511
486,"SER/2021/00468",14703,49,"2021-02-05","2021-02-05","2020-07-28",27841
487,"SER/2021/00469",14676,49,"2021-04-22","2021-04-22","2020-12-22",23002
488,"SER/2021/00470",14671,49,"2021-02-17","2021-02-17","2020-08-17",26749
489,"SER/2021/00471",14705,49,"2021-02-04","2021-02-04","2020-11-04",40522
490,"SER/2021/00472",14270,49,"2021-05-02","2021-05-02","2021-01-02",59028
491,"SER/2021/00473",14740,49,"2021-02-15","2021-02-15","2020-09-03",16809
492,"SER/2021/00474",14700,49,"2021-02-10","2021-02-10","2020-09-10",20243
493,"SER/2021/00475",14672,49,"2021-02-26","2021-02-26","2020-11-26",50288
494,"SER/2021/00476",14688,49,"2021-03-26","2021-03-26","2020-10-26",22340
495,"SER/2021/00477",14701,49,"2021-04-07","2021-04-07","2021-01-07",43431
496,"SER/2021/00478",14331,49,"2021-03-17","2021-03-17","2020-11-17",109138
497,"SER/2021/00479",14362,49,"2021-03-30","2021-03-30","2020-11-30",93007
498,"SER/2021/00480",14686,49,"2021-03-07","2021-03-07","2020-11-07",9197
499,"SER/2021/00481",14477,49,"2021-05-21","2021-05-21","2021-01-21",94889
500,"SER/2021/00482",14327,49,"2021-03-26","2021-03-26","2020-09-26",40425
501,"SER/2021/00483",14330,49,"2021-03-07","2021-03-07","2020-09-07",82116
502,"SER/2021/00484",14483,49,"2021-02-04","2021-02-04","2020-08-04",3816
503,"SER/2021/00485",14699,49,"2021-02-01","2021-02-01","2020-11-29",32269
504,"SER/2021/00486",14719,49,"2021-03-05","2021-03-05","2020-11-05",42431
505,"SER/2021/00487",14617,49,"2021-02-25","2021-02-25","2020-08-25",42244
506,"SER/2021/00488",14484,49,"2021-02-10","2021-02-10","2019-04-10",7792
507,"SER/2021/00489",14613,49,"2021-03-25","2021-03-25","2020-08-25",42663
508,"SER/2021/00490",14614,49,"2021-05-29","2021-05-29","2020-12-29",57658
509,"SER/2021/00491",14517,49,"2021-02-05","2021-02-05","2020-08-05",35279
510,"SER/2021/00492",14722,49,"2021-02-01","2021-02-01","2020-09-01",22865
511,"SER/2021/00493",14616,49,"2021-02-25","2021-02-25","2020-08-25",26311
512,"SER/2021/00494",14546,49,"2021-05-22","2021-05-22","2020-12-22",78059
513,"SER/2021/00495",14804,49,"2021-02-19","2021-02-19","2020-09-19",23742
514,"SER/2021/00496",14711,49,"2021-03-14","2021-03-14","2020-12-14",40628
515,"SER/2021/00497",14615,49,"2021-04-04","2021-04-04","2020-11-04",64503
516,"SER/2021/00498",14829,49,"2021-03-02","2021-03-02","2020-12-02",8134
517,"SER/2021/00499",14329,49,"2021-04-24","2021-04-24","2020-11-24",106982
518,"SER/2021/00500",14815,49,"2021-05-15","2021-05-15","2021-02-15",1
519,"SER/2021/00501",14619,49,"2021-02-21","2021-02-21","2020-07-21",26942
520,"SER/2021/00502",14925,49,"2021-03-27","2021-03-27","2021-01-27",29406
521,"SER/2021/00503",14715,49,"2021-02-19","2021-02-19","2020-09-19",27928
522,"SER/2021/00504",14816,49,"2021-03-09","2021-03-09","2020-12-09",NULL
523,"SER/2021/00505",14838,49,"2021-02-02","2021-02-02","2020-10-12",NULL
524,"SER/2021/00506",14806,49,"2021-05-11","2021-05-11","2021-01-11",18968
525,"SER/2021/00507",14839,49,"2021-04-11","2021-04-11","2021-01-11",5047
526,"SER/2021/00508",14318,49,"2021-02-07","2021-02-07","2020-09-07",45683
527,"SER/2021/00509",14724,49,"2021-03-06","2021-03-06","2020-12-06",41957
528,"SER/2021/00510",14548,49,"2021-05-12","2021-05-12","2020-12-15",69849
529,"SER/2021/00511",14757,49,"2021-03-14","2021-03-14","2020-11-14",68252
530,"SER/2021/00512",14206,49,"2021-02-15","2021-02-15","2020-08-15",85974
531,"SER/2021/00513",14364,49,"2021-03-31","2021-03-31","2020-12-31",63853
532,"SER/2021/00514",14201,49,"2021-03-01","2021-03-01","2020-12-01",61500
533,"SER/2021/00515",14392,49,"2021-02-17","2021-02-17","2020-07-15",NULL
534,"SER/2021/00516",14385,49,NULL,NULL,"2020-09-06",44705
535,"SER/2021/00517",14393,49,"2021-02-28","2021-02-28","2020-04-28",23892
536,"SER/2021/00518",14395,49,"2021-03-16","2021-03-16","2019-07-16",5843
537,"SER/2021/00519",14550,49,"2021-02-02","2021-02-02","2020-09-02",48205
538,"SER/2021/00520",14382,49,"2021-02-14","2021-02-14","2020-11-14",130756
539,"SER/2021/00521",14555,49,"2021-04-13","2021-04-13","2020-09-13",47648
540,"SER/2021/00522",14442,49,"2021-02-21","2021-02-21","2020-07-21",39381
541,"SER/2021/00523",14365,49,"2021-02-08","2021-02-08","2020-10-08",67226
542,"SER/2021/00524",14620,49,"2021-04-01","2021-04-01","2021-01-04",30174
543,"SER/2021/00525",14554,49,"2021-04-20","2021-04-20","2020-12-20",59178
544,"SER/2021/00526",14621,49,"2021-02-06","2021-02-06","2020-09-06",39279
545,"SER/2021/00527",14746,49,"2021-02-12","2021-02-12","2020-09-12",15452
546,"SER/2021/00528",14558,49,"2021-04-03","2021-04-03","2021-01-03",91588
547,"SER/2021/00529",14823,49,"2021-04-26","2021-04-26","2020-09-26",8304
548,"SER/2021/00530",14561,49,"2021-02-05","2021-02-05","2020-11-05",43063
549,"SER/2021/00531",14553,49,"2021-03-07","2021-03-07","2020-10-07",24450
550,"SER/2021/00532",14566,49,"2021-03-31","2021-03-31","2020-12-31",23041
551,"SER/2021/00533",14563,49,"2021-02-12","2021-02-12","2020-08-12",24744
552,"SER/2021/00534",14650,49,"2021-04-01","2021-04-01","2020-12-01",163974
553,"SER/2021/00535",14673,49,"2021-04-24","2021-04-24","2020-12-24",18560
554,"SER/2021/00536",14564,49,"2021-02-07","2021-02-07","2020-09-07",29631
555,"SER/2021/00537",14279,49,"2021-03-29","2021-03-29","2021-03-29",50204
556,"SER/2021/00538",14865,49,"2021-03-16","2021-03-16","2020-11-16",733
557,"SER/2021/00539",14565,49,"2021-03-31","2021-03-31","2020-12-31",67941
558,"SER/2021/00540",14568,49,"2021-02-06","2021-02-06","2020-08-06",39361
559,"SER/2021/00541",14300,49,"2021-02-26","2021-02-26","2020-08-26",62904
560,"SER/2021/00542",14478,49,"2021-02-15","2021-02-15","2020-11-15",58756
561,"SER/2021/00543",14634,49,"2021-02-17","2021-02-17","2020-08-17",15550
562,"SER/2021/00544",14199,49,"2021-07-01","2021-07-01","2021-07-01",1
563,"SER/2021/00545",14631,49,"2021-03-19","2021-03-19","2020-11-19",31078
564,"SER/2021/00546",14294,49,"2021-03-22","2021-03-22","2020-11-22",71369
565,"SER/2021/00547",14278,49,"2024-06-01","2024-06-01","2024-06-01",2
566,"SER/2021/00548",14268,49,"2021-02-06","2021-02-06","2019-04-06",125432
567,"SER/2021/00549",14429,49,"2023-07-01","2023-07-01","2023-07-01",435
568,"SER/2021/00550",14259,49,"2021-02-08","2021-02-08","2020-07-02",1
569,"SER/2021/00551",14471,49,"2021-02-19","2021-02-19","2020-08-19",71571
570,"SER/2021/00552",14354,49,"2021-02-23","2021-02-23","2020-09-23",77442
571,"SER/2021/00553",14468,49,"2021-03-31","2021-03-31","2020-12-31",48172
572,"SER/2021/00554",14914,49,"2024-05-08","2024-05-08","2021-05-08",1
574,"SER/2021/00556",14916,49,"2024-05-08","2024-05-08","2024-05-08",NULL
575,"SER/2021/00557",14917,49,"2024-05-08","2024-05-08","2024-05-08",NULL
576,"SER/2021/00558",14918,49,"2024-05-08","2024-05-08","2024-05-08",NULL
577,"SER/2021/00559",14480,49,"2021-02-26","2021-02-26","2020-02-26",40942
579,"SER/2021/00560",14479,49,"2021-03-05","2021-03-05","2020-10-05",91836
580,"SER/2021/00561",14481,49,"2021-03-15","2021-03-15","2020-10-15",62147
581,"SER/2021/00562",14921,49,"2024-05-08","2024-05-08","2024-05-08",NULL
582,"SER/2021/00563",14430,49,"2021-04-15","2021-04-15","2021-01-30",23108
583,"SER/2021/00564",14922,49,"2024-05-08","2024-05-08","2024-05-08",NULL
584,"SER/2021/00565",14624,49,"2021-04-27","2021-04-27","2020-09-27",87103
585,"SER/2021/00566",14923,49,"2024-05-08","2024-05-08","2024-05-08",NULL
586,"SER/2021/00567",14325,49,"2021-02-23","2021-02-23","2020-04-23",88450
587,"SER/2021/00568",14326,49,"2021-04-24","2021-04-24","2020-09-24",139840
588,"SER/2021/00569",14398,49,"2021-02-28","2021-02-28","2020-05-28",51372
589,"SER/2021/00570",14396,49,"2021-02-17","2021-02-17","2020-06-17",50720
590,"SER/2021/00571",14397,49,"2021-03-03","2021-03-03","2020-10-03",62836
591,"SER/2021/00572",14638,49,"2021-02-01","2021-02-01","2020-11-01",1890
592,"SER/2021/00573",14564,49,"2021-02-07","2021-02-07","2020-09-07",29631
593,"SER/2021/00574",14313,49,"2021-03-16","2021-03-16","2020-11-16",91275
594,"SER/2021/00575",14805,49,"2021-02-10","2021-02-10","2020-08-06",2629
595,"SER/2021/00576",14612,49,"2024-04-01","2024-04-01","2024-02-01",1
596,"SER/2021/00577",14628,49,"2021-03-31","2021-03-31","2020-12-31",24773
597,"SER/2021/00578",14790,49,"2021-05-05","2021-05-05","2021-01-05",21894
598,"SER/2021/00579",14346,49,"2021-04-01","2021-04-01","2021-01-03",841118
599,"SER/2021/00580",14349,49,"2021-04-15","2021-04-15","2020-11-15",97253
600,"SER/2021/00581",14751,49,"2021-04-14","2021-04-14","2020-09-14",15580
601,"SER/2021/00582",14632,49,"2021-02-20","2021-02-20","2020-06-20",30858
602,"SER/2021/00583",14629,49,"2021-02-17","2021-02-17","2020-08-17",55107
603,"SER/2021/00584",14882,49,"2021-04-24","2021-04-24","2020-12-24",5
604,"SER/2021/00585",14630,49,"2021-04-06","2021-04-06","2021-12-06",61137
605,"SER/2021/00586",14332,49,"2021-03-16","2021-03-16","2020-11-16",58957
606,"SER/2021/00587",14269,49,"2021-03-09","2021-03-09","2021-01-09",74379
607,"SER/2021/00588",14445,49,"2021-04-23","2021-04-23","2020-12-23",19889
608,"SER/2021/00589",14693,49,"2021-03-20","2021-03-20","2020-07-20",337
609,"SER/2021/00590",14314,49,"2021-02-05","2021-02-05","2020-10-05",988721
610,"SER/2021/00591",14401,49,"2021-03-24","2021-03-24","2020-11-24",58163
611,"SER/2021/00592",14833,49,"2021-03-10","2021-03-10","2020-08-10",6728
612,"SER/2021/00593",14904,49,"2021-04-21","2021-04-21","2020-12-21",5
613,"SER/2021/00594",14285,49,"2021-02-10","2021-02-10","2020-08-10",62263
614,"SER/2021/00595",14622,49,"2021-03-19","2021-03-19","2020-09-19",8682
615,"SER/2021/00596",14443,49,"2021-04-01","2021-04-01","2021-01-01",24547
616,"SER/2021/00597",14539,49,"2021-03-30","2021-03-30","2020-11-30",26979
617,"SER/2021/00598",14834,49,"2021-02-27","2021-02-27","2020-08-27",2245
618,"SER/2021/00599",14308,49,"2021-02-28","2021-02-28","2020-01-29",76604
619,"SER/2021/00600",14284,49,"2021-02-28","2021-02-28","2020-04-29",60351
620,"SER/2021/00601",14309,49,"2021-08-23","2021-08-23","2021-08-23",1
621,"SER/2021/00602",14302,49,"2021-03-05","2021-03-05","2020-12-05",76574
622,"SER/2021/00603",14378,49,"2021-04-30","2021-04-30","2021-01-30",44307
623,"SER/2021/00604",14310,49,"2021-08-20","2021-08-20","2021-08-20",1
624,"SER/2021/00605",14645,49,"2021-04-30","2021-04-30","2021-01-30",52922
625,"SER/2021/00606",14825,49,"2021-04-30","2021-04-30","2021-01-30",25996
626,"SER/2021/00607",14317,49,"2021-08-20","2021-08-20","2021-08-20",1
627,"SER/2021/00608",14316,49,"2021-10-10","2021-10-10","2021-08-20",1
628,"SER/2021/00609",14305,49,"2021-08-30","2021-08-30","2021-08-23",1
629,"SER/2021/00610",14315,49,"2021-08-30","2021-08-30","2021-08-20",1
630,"SER/2021/00611",14307,49,"2021-04-28","2021-04-28","2021-01-28",97424
631,"SER/2021/00612",14304,49,"2021-08-12","2021-08-12","2021-08-12",1
632,"SER/2021/00613",14306,49,"2021-02-18","2021-02-18","2020-05-18",80498
633,"SER/2021/00614",14293,49,"2021-02-11","2021-02-11","2020-08-11",76069
634,"SER/2021/00615",14281,49,"2021-02-17","2021-02-17","2020-10-12",93721
635,"SER/2021/00616",14449,49,"2021-02-22","2021-02-22","2020-07-22",52786
636,"SER/2021/00617",14448,49,"2021-02-17","2021-02-17","2020-11-04",56328
637,"SER/2021/00618",14450,49,"2021-02-23","2021-02-23","2020-10-11",52903
638,"SER/2021/00619",14192,49,"2021-02-11","2021-02-11","2014-12-02",49514
639,"SER/2021/00620",14311,49,"2021-08-21","2021-08-21","2021-08-20",1
640,"SER/2021/00621",14303,49,"2021-08-11","2021-08-11","2020-10-11",107824
641,"SER/2021/00622",14800,49,"2021-04-22","2021-04-22","2020-12-22",24000
642,"SER/2021/00623",14394,49,"2021-02-28","2021-02-28","2020-10-31",27291
643,"SER/2021/00624",14451,49,"2021-03-12","2021-03-12","2020-09-12",10117
644,"SER/2021/00625",14440,49,"2021-03-12","2021-03-12","2020-12-19",40367
647,"SER/2021/00628",14349,49,"2021-04-01","2021-04-01","2021-02-01",101183
649,"SER/2021/00631",14571,49,"2021-04-01","2021-04-01","2021-02-01",41074
650,"SER/2021/00632",14472,49,"2021-05-31","2021-05-31","2021-01-31",83360
651,"SER/2021/00633",14550,49,"2021-05-31","2021-05-31","2021-01-31",59003
652,"SER/2021/00634",14785,49,"2021-05-31","2021-05-31","2021-01-31",22662
653,"SER/2021/00635",14531,49,"2021-05-31","2021-05-31","2021-01-31",35655
654,"SER/2021/00636",14740,49,"2021-05-31","2021-05-31","2021-01-31",27296
655,"SER/2021/00637",14895,49,"2021-05-02","2021-05-02","2021-02-02",1137
656,"SER/2021/00638",14586,49,"2021-05-02","2021-05-02","2021-02-02",48362
657,"SER/2021/00639",14568,49,"2021-05-02","2021-05-02","2021-02-02",49343
658,"SER/2021/00640",14352,49,"2021-06-02","2021-06-02","2021-02-02",101542
659,"SER/2021/00641",14380,49,"2021-06-02","2021-06-02","2021-02-02",64501
661,"SER/2021/00643",14610,49,"2021-06-02","2021-06-02","2021-02-02",25516
662,"SER/2021/00644",14736,49,"2021-06-02","2021-06-02","2021-02-02",31808
663,"SER/2021/00645",14604,49,"2021-05-02","2021-05-02","2021-02-02",27419
664,"SER/2021/00646",14264,49,"2021-06-02","2021-06-02","2021-02-02",90147
665,"SER/2021/00647",14640,49,"2021-05-03","2021-05-03","2021-02-03",25906
673,"SER/2021/00655",14320,49,"2021-05-02","2021-05-02","2021-02-04",NULL
677,"SER/2021/00658",14944,49,"2021-05-01","2021-05-01","2021-02-06",1500
679,"SER/2021/00663",14425,49,"2021-05-05","2021-05-05","2021-02-05",27412
683,"SER/2021/00666",14834,49,"2021-05-06","2021-05-06","2021-02-06",5500
685,"SER/2021/00668",14720,49,"2021-05-06","2021-05-06","2021-02-06",28741
686,"SER/2021/00669",14288,49,"2021-05-06","2021-05-06","2021-02-06",103819
687,"SER/2021/00670",14324,49,"2021-05-04","2021-05-04","2021-02-04",89551
689,"SER/2021/00672",14859,49,"2021-05-06","2021-05-06","2021-02-06",1035
690,"SER/2021/00673",14894,49,"2021-05-06","2021-05-06","2021-02-06",1005
691,"SER/2021/00674",14410,49,"2021-05-07","2021-05-07","2021-02-07",37727
694,"SER/2021/00677",14596,49,NULL,NULL,"2021-02-07",48842
695,"SER/2021/00678",14373,49,"2021-05-07","2021-05-07","2021-02-07",30527
696,"SER/2021/00679",14626,49,"2021-05-07","2021-05-07","2021-02-07",41146
697,"SER/2021/00680",14198,49,"2021-05-07","2021-05-07","2021-02-07",224788
698,"SER/2021/00681",14758,49,"2021-05-07","2021-05-07","2021-02-07",32757
700,"SER/2021/00684",14644,49,"2021-05-07","2021-05-07","2021-02-07",48194
701,"SER/2021/00685",14353,49,"2021-05-08","2021-05-08","2021-02-08",73262
703,"SER/2021/00687",14204,49,"2021-05-08","2021-05-08","2021-02-08",127213
705,"SER/2021/00689",14632,49,"2021-05-08","2021-05-08","2021-02-08",34677
706,"SER/2021/00690",14693,49,"2021-05-08","2021-05-08","2021-02-08",6453
707,"SER/2021/00691",14690,49,"2021-05-08","2021-05-08","2021-02-08",15813
708,"SER/2021/00692",14599,49,"2021-05-08","2021-05-08","2021-02-08",8660
709,"SER/2021/00693",14493,49,"2021-05-08","2021-05-08","2021-02-08",62607
710,"SER/2021/00694",14655,49,"2021-03-29","2021-03-29","2020-12-29",44642
